231283,2079419,16648279,12292540,16037991,9239936,9398829,12636260,2
377538,538060,14873259,16097394,15012947,14683979,13560326,15749602,2
16551534,15494234,12969137,1582525,13492939,6321149,5852259,16473442,2
16027096,15609547,13219653,16637940,13332260,5538871,6436764,14625750,2
16383236,903494,15501189,13076192,14980896,13121777,15116519,12684624,2
238879,2081958,16649037,12296776,16040718,9244412,9398447,12971949,2
378848,542030,14869729,16102094,15013869,14688971,13559051,15694944,2
16542303,15500524,12963684,1602256,13492680,6310838,5849919,16332216,2
16018700,15612039,13211689,16666353,13329993,5540283,6441888,14611968,2
16386853,901093,15494557,13072546,14978009,13138352,15140607,13138165,2
247165,2080918,16647840,12263662,16041199,9243912,9398417,13688711,2
379580,548806,14872810,16095374,15016139,14682704,13548150,15570511,2
16540453,15523534,12979377,1602946,13501534,6311438,5849703,15644730,2
16023994,15636799,13231528,16671290,13344945,5555052,6464640,14310781,2
16385542,892281,15485919,13097964,14973085,13131149,15148497,13532803,2
230108,2041648,16612182,12309187,16012532,9221270,9385853,14033600,2
367378,547568,14872194,16076822,15006885,14634752,13525352,15546445,2
16551044,15559104,13009757,1550643,13518095,6271834,5842559,15481146,2
16041258,15665732,13253795,16651807,13361565,5559996,6477132,14259730,2
16383404,890420,15481043,13124405,14969544,13134678,15155908,13641362,2
217260,2026126,16595266,12345519,15998942,9214040,9376889,14178849,2
362420,550344,14871489,16070266,15003300,14621250,13507670,15543378,2
16557432,15578310,13023690,1521789,13526578,6251172,5835452,15422646,2
16050910,15683080,13266201,16637085,13372367,5544280,6481444,14248019,2
16383224,892063,15479529,13132124,14970177,13103053,15153701,13697467,2
210119,2018981,16586707,12347817,15992354,9211088,9376510,14198229,2
360187,548444,14868202,16072026,14998700,14631270,13520512,15501553,2
16564132,15586210,13029800,1533436,13529180,6247485,5848311,15372156,2
16059127,15696154,13277716,16642114,13380669,5514384,6470075,14261557,2
16383025,895500,15480911,13109099,14972758,13044647,15103708,13606469,2
201861,2007478,16572456,12317455,15982509,9207662,9369221,14031034,2
356568,541835,14860497,16075258,14991520,14645282,13548735,15574012,2
16569851,15589757,13034274,1593051,13531524,6245488,5872858,15573349,2
16067729,15701657,13284148,16707163,13386857,5505052,6473676,14290985,2
16382352,893449,15478172,13069258,14972447,13030689,15110903,13514404,2
194669,2005549,16570106,12221845,15981331,9206466,9371825,14005897,2
357296,542667,14861981,16081847,14993152,14638567,13540118,15588602,2
16579037,15589557,13033958,1672126,13531846,6227731,5862656,15596245,2
16074075,15699574,13281342,16759149,13385105,5485240,6468633,14303699,2
16377282,895479,15480893,13039822,14974482,13001584,15094650,13513360,2
185024,2007691,16573595,12174169,15984004,9214409,9375043,13965370,2
358018,540481,14859807,16107900,14990747,14675631,13574155,15572202,2
16589878,15589839,13033373,1816158,13529708,6241681,5886746,15590954,2
16083396,15700135,13281051,91029,13383678,5482451,6471506,14298677,2
16373605,896088,15481532,12963981,14974098,13003300,15102571,13458019,2
176469,2012172,16578670,12056468,15986649,9218514,9379576,13914558,2
359829,546201,14864392,16082036,14993969,14665008,13560250,15579544,2
16598669,15592525,13033192,1796918,13529949,6227288,5873529,15627333,2
16089820,15699293,13277122,69668,13381854,5491391,6486409,14315285,2
16371289,891669,15475279,13043767,14970270,13011129,15126461,13436203,2
170989,2007181,16572702,12147313,15982367,9215751,9382559,13887726,2
359202,549311,14866441,16093950,14995284,14648194,13550913,15570732,2
16602171,15596851,13034883,1852543,13531057,6213302,5866320,15615052,2
16093216,15697102,13271579,149248,13378279,5504514,6498409,14315799,2
16370410,888056,15469799,13025762,14965923,13037587,15164286,13460077,2
169135,2008085,16573602,12107255,15982540,9215209,9387448,13911923,2
360217,555146,14871652,16041866,14998605,14629867,13538123,15559324,2
16605107,15603949,13039402,1703365,13534132,6196577,5857165,15594266,2
16096125,15699442,13270734,37767,13378595,5498051,6504841,14312474,2
16370077,886416,15466804,13050605,14964449,13024179,15173554,13474507,2
166522,2006920,16572562,12153477,15981176,9212537,9388618,13929764,2
360540,560307,14875472,16038149,15000940,14617194,13515810,15539591,2
16607908,15606386,13037577,1678268,13532695,6183996,5837576,15520295,2
16097129,15693975,13260695,26956,13370352,5507533,6513353,14284752,2
16366915,884516,15464462,13071522,14960087,13051750,15209682,13610472,2
163543,2020343,16588601,12168503,15989645,9215882,9396239,14118380,2
365624,578551,14893261,16017976,15014605,14571775,13473745,15482705,2
16615565,15587858,13010851,1688429,13516484,6154606,5800069,15337527,2
16089869,15666124,13225805,24993,13339561,5476847,6487249,14201317,2
16359592,894248,15477002,13060597,14963924,13035784,15178050,13741338,2
165318,2043851,16615989,12186170,16008916,9222936,9375524,14292813,2
372261,586843,14896892,16060869,15018897,14608717,13467613,15467537,2
16618782,15597415,13011667,1787628,13516539,6175033,5801943,15244759,2
16093430,15664717,13215914,131118,13333385,5508261,6511153,14170939,2
16354597,888857,15469209,13109725,14955078,13105429,15256690,13735945,2
159785,2064665,16641217,12215389,16022906,9239600,9394227,14237520,2
380352,605788,14912920,16033125,15031729,14612195,13437130,15533915,2
16631153,15594727,12997190,1630114,13507204,6177658,5776023,15416863,2
16096747,15644160,13184723,15998,13308250,5536036,6530231,14242360,2
16341760,884342,15466063,13087932,14947107,13190035,15336535,13602292,2
145788,2092984,16676765,12137324,16044740,9247443,9393859,14092392,2
389952,644866,14951081,15993811,15062467,14494095,13279535,15529496,2
16651291,15594255,12985094,1802444,13503936,6082910,5633256,15437359,2
16101655,15622507,13152553,206363,13283902,5543365,6556577,14236927,2
16336237,880103,15459649,12958704,14940024,13198844,15393638,13600870,2
143954,2095565,16678561,11946535,16046065,9252258,9402940,14085235,2
390709,643531,14947765,15963707,15061602,14519572,13281065,15553227,2
16650237,15592075,12981256,1791235,13502753,6094731,5634835,15509618,2
16100857,15616556,13144161,180658,13280016,5540399,6553439,14272551,2
16336254,877703,15455356,13027925,14937952,13214813,15415350,13531985,2
145376,2098404,16680621,12026564,16048187,9250819,9404378,14001858,2
392162,648651,14952031,15981138,15065547,14503126,13280499,15564060,2
16651139,15592387,12979143,1805714,13502260,6079818,5635416,15564882,2
16099677,15610102,13134644,200257,13273157,5539020,6552191,14298074,2
16332773,877456,15454119,13029732,14935643,13236391,15440897,13500865,2
143532,2110204,16693275,12023395,16056583,9260746,9411297,13957291,2
394813,654116,14955892,15985730,15069427,14516256,13272086,15576799,2
16654882,15584197,12966825,1814099,13494250,6081358,5624908,15597047,2
16098204,15591947,13112570,214209,13254860,5531722,6543175,14307483,2
16325000,877776,15456274,13033288,14931941,13275603,15483597,13479504,2
137767,2139647,16728828,12006338,16077941,9276004,9418747,13929746,2
403841,673704,14976222,15981387,15085767,14516245,13224631,15594307,2
16666746,15573085,12949916,1828463,13483215,6077484,5579718,15644478,2
16099539,15576339,13091880,215042,13236016,5514669,6530803,14318922,2
16316609,884378,15465327,13020164,14934622,13266566,15460395,13432883,2
130336,2152530,16745248,12005389,16089094,9284113,9406218,13888288,2
405845,680078,14981088,15986904,15089379,14527977,13200527,15597733,2
16675234,15578759,12951260,1834983,13483766,6076108,5557806,15655814,2
16106258,15580660,13092960,220903,13236684,5512749,6538694,14323760,2
16315345,881256,15461297,13013107,14931600,13256525,15464019,13415001,2
125558,2149915,16744040,11983397,16086702,9285552,9411787,13851702,2
406651,684501,14987068,15975936,15092865,14518075,13204993,15607482,2
16680055,15581180,12953377,1853751,13484768,6062186,5558148,15704795,2
16109620,15576373,13088106,251131,13232777,5522068,6557075,14348029,2
16312065,876603,15457884,13021185,14927529,13267239,15504674,13387462,2
119279,2148900,16745429,11991706,16086138,9289972,9419499,13824761,2
406588,685332,14988792,15971917,15092665,14532149,13188472,15613348,2
16686702,15584020,12955340,1855323,13484485,6068018,5544829,15719897,2
16116149,15579142,13089788,297403,13232589,5519301,6556673,14356127,2
16308540,877117,15459275,13049495,14927195,13259455,15493641,13381638,2
110716,2147210,16745428,12028120,16084491,9288316,9412847,13811666,2
405934,686922,14989410,15973322,15091125,14539289,13194667,15610427,2
16693975,15591051,12958674,1777294,13485017,6074385,5557036,15719559,2
16123676,15586434,13093315,182228,13234322,5504561,6558639,14356240,2
16308749,879248,15459252,13051970,14926589,13227329,15477205,13390372,2
106599,2146323,16743272,12044130,16081405,9289875,9411116,13820972,2
406022,689894,14990542,15973240,15090740,14548711,13211604,15594015,2
16697814,15593629,12958067,1779887,13484002,6069329,5570683,15686630,2
16126978,15584955,13088441,194801,13231093,5505390,6571607,14346670,2
16307399,877093,15455575,13046760,14923512,13233589,15512117,13407389,2
103728,2148412,16745080,12024538,16082340,9292207,9417717,13832084,2
406409,693183,14991356,15970804,15091909,14548572,13203279,15604772,2
16700177,15600447,12960259,1792301,13486484,6061341,5562949,15706409,2
16129671,15591195,13089277,207716,13232703,5494339,6570579,14351692,2
16308915,878636,15453084,13043719,14922738,13203432,15488047,13380076,2
103561,2142814,16736104,12025380,16075804,9291654,9416735,13809555,2
405106,692463,14986133,15969634,15087625,14559547,13230900,15595931,2
16698917,15607443,12961095,1791021,13486862,6062733,5587453,15698465,2
16130530,15602119,13094717,203987,13237883,5486663,6577358,14351169,2
16310677,881049,15451200,13041800,14922783,13177320,15479229,13389396,2
103858,2138883,16728955,12027383,16071172,9297390,9420308,13818110,2
403611,687958,14976844,15978748,15080264,14603824,13268490,15597085,2
16698979,15605502,12952861,1801688,13480345,6084859,5622213,15694311,2
16130952,15594714,13081101,223125,13227343,5491056,6577320,14356333,2
16304282,878074,15447924,13040604,14917157,13231137,15529033,13414224,2
96344,2151064,16745272,12000062,16080136,9301412,9420182,13847103,2
405697,703937,14990644,15964061,15090347,14570040,13224219,15585026,2
16706449,15614949,12953217,1808189,13481132,6063025,5593174,15655299,2
16135169,15601949,13080064,226241,13225987,5469399,6573822,14335362,2
16302697,882021,15449349,13037736,14918326,13181279,15485065,13441725,2
91483,2148868,16742529,12009868,16077777,9303930,9411718,13879569,2
404479,704683,14986369,15974996,15087462,14603047,13236679,15583799,2
16707576,15617614,12946397,1821004,13476797,6071789,5600627,15642889,2
16135867,15600492,13069670,233342,13219412,5459773,6576443,14330565,2
16300744,882678,15447261,12974183,14916352,13177544,15505793,13425231,2
90658,2157144,16750633,11964677,16083815,9307442,9414980,13861041,2
405986,714236,14992967,15963537,15094002,14575975,13199034,15600327,2
16710298,15614409,12936317,1859124,13472824,6040468,5577298,15695244,2
16134365,15586260,13047393,290544,13204411,5456260,6687956,14358657,2
16297910,879884,15440898,13012024,14911252,13199103,15632104,13408039,2
91483,2168284,16760884,11939994,16091607,9308577,9342987,13827497,2
408765,723911,14999801,15957832,15101380,14556120,13022208,15604892,2
16710143,15618138,12935209,1902190,13474264,6020656,5424099,15695341,2
16133438,15584141,13040347,342059,13201668,5455054,6579375,14361526,2
16297571,877246,15434264,12993919,14907757,13198949,15572255,13533357,2
91500,2168567,16757617,11898527,16089720,9306488,9422210,13969588,2
408207,729195,15002723,15961365,15104047,14541027,13150599,15564868,2
16709609,15619583,12933578,2064673,13474256,6006067,5515239,15548535,2
16132200,15580178,13032985,481761,13197280,5462563,6590400,14306425,2
16294131,875373,15431033,12942260,14904812,13223947,15606848,13777249,2
87137,2175451,16765703,11815270,16094310,9311460,9431219,14366303,2
409151,738290,15010749,15937660,15110098,14530183,13143242,15450685,2
16714322,15623073,12932720,1989739,13474214,5992950,5504366,15027699,2
16134944,15576585,13024384,438114,13190572,5459569,6595298,14079704,2
16290652,874836,15428942,12967895,14901867,13219189,15614980,14294595,2
81623,2176518,16766989,11845244,16093890,9315568,9431230,15135790,2
408332,737006,15007322,15973125,15107277,14561037,13157284,15328416,2
16716267,15625922,12931920,2022546,13472694,6009357,5521159,14389883,2
16137742,15583742,13028401,453438,13193332,5440324,6586069,13760796,2
16290559,879359,15431830,12957144,14904262,13185858,15578940,14591920,2
78775,2174688,16763796,11840591,16091376,9314930,9423936,15494353,2
407236,735535,15003719,15953947,15103635,14578562,13167609,15281252,2
16717878,15627151,12930506,2011534,13470650,6021699,5532674,14215151,2
16139905,15585338,13027826,452026,13192468,5435165,6583908,13690382,2
16289742,879943,15432111,12955935,14904045,13181612,15578190,14642266,2
76043,2176503,16766373,11832162,16092132,9316146,9423735,15551350,2
407189,739903,15007314,15950074,15105945,14568385,13156509,15275616,2
16720673,15628064,12928363,2031046,13469272,6005831,5521709,14170527,2
16141897,15582396,13021669,477811,13187990,5437001,6592149,13665389,2
16286628,877580,15429393,12953832,14900649,13190989,15601125,14655597,2
70997,2177716,16769395,11818841,16092466,9317610,9425087,15579639,2
406715,742876,15011239,15946035,15107389,14566339,13135783,15269984,2
16725379,15630477,12929856,2043251,13469239,6003730,5502918,14148765,2
16146288,15582849,13020960,490576,13186498,5428993,6592459,13655746,2
16283644,876869,15429154,12947319,14899365,13175132,15597986,14660335,2
62749,2176927,16769927,11813687,16091206,9319322,9426462,15583076,2
405851,743189,15011108,15945802,15106334,14577365,13146818,15271907,2
16732676,15632440,12929630,2046364,13468584,6002544,5511766,14154248,2
16153251,15582196,13017808,501067,13184270,5427334,6595151,13656594,2
16279729,875622,15427087,12953895,14897162,13176835,15605285,14648690,2
53304,2176491,16769169,11813275,16089531,9318224,9425932,15564775,2
404768,746589,15012948,15937622,15107442,14570900,13152160,15279310,2
16740914,15635229,12928937,2035538,13468821,5996316,5519444,14182367,2
16160942,15583604,13015350,493065,13183230,5424340,6598033,13669576,2
16276759,875838,15424230,12957417,14894528,13175239,15611867,14623060,2
45594,2177839,16768537,11818208,16087909,9321074,9427142,15529346,2
403078,747658,15010817,15938510,15105403,14577026,13143189,15283842,2
16744650,15637682,12927132,2030198,13467631,5994344,5509886,14213094,2
16165197,15583974,13011555,494388,13181059,5418180,6597273,13683006,2
16276460,874958,15420857,12962613,14892333,13169607,15614390,14601111,2
42946,2177991,16766804,11817804,16086572,9319265,9424784,15497379,2
402549,753421,15013761,15926573,15108632,14561739,13121300,15294488,2
16745420,15641713,12926420,2016353,13469039,5983463,5491309,14265119,2
16165840,15582722,13005357,491636,13178545,5430697,6607667,13709952,2
16276002,873133,15414530,12963032,14888634,13191864,15645302,14552147,2
43531,2180956,16766071,11811167,16086409,9322490,9428379,15416534,2
402129,759986,15015958,15919025,15110990,14542105,13087332,15317442,2
16744540,15644708,12923809,2018994,13468757,5953894,5453926,14356192,2
16164224,15579074,12996173,503169,13172568,5434904,6616289,13744542,2
16274277,869980,15407730,12966428,14883876,13213348,15686956,14436441,2
41828,2183436,16767276,11803148,16086785,9324266,9436827,15236919,2
401816,764726,15019314,15911624,15113621,14532219,13071845,15379344,2
16744933,15646914,12923145,2024351,13468254,5948626,5442206,14624617,2
16164234,15578795,12993286,514863,13169605,5431599,6618830,13884688,2
16272565,870124,15406173,12970977,14881547,13210522,15695202,14297681,2
37979,2182559,16765640,11802560,16083534,9321609,9434420,15037777,2
400167,770154,15024022,15899428,15114888,14513820,13055361,15399660,2
16747939,15652515,12926338,2017764,13469670,5929216,5426801,14727357,2
16167894,15580857,12991771,515981,13168541,5435739,6627125,13934229,2
16270334,868582,15403382,12978219,14878088,13216640,15711815,14195245,2
32043,2180774,16763775,11806710,16080245,9322550,9440181,14893257,2
398199,770771,15023829,15898208,15113044,14521131,13073180,15436390,2
16751048,15654917,12926951,2006429,13468769,5932311,5445067,14924340,2
16171365,15583465,12992652,504179,13168205,5429799,6624976,14031670,2
16268646,869624,15403719,12979115,14877012,13206295,15699590,13875672,2
26631,2178999,16762018,11815664,16076997,9324905,9438955,13954167,2
396365,768646,15021002,15898334,15108530,14531275,13081580,15517295,2
16754737,15658871,12929807,1985753,13468914,5926193,5451224,15550133,2
16176695,15585548,12993039,494283,13168244,5424237,6631441,14318074,2
16266295,867612,15401372,12985442,14873696,13196642,15710091,13760009,2
19491,2174768,16757997,11819670,16071301,9320106,9437151,14211262,2
394128,771356,15023969,15888316,15108407,14516239,13073660,15482797,2
16759743,15662480,12932115,1972663,13469378,5919844,5447451,15303674,2
16181424,15588517,12994356,482273,13168341,5424952,6632375,14225499,2
16264133,866016,15398908,12993117,14870357,13197952,15709788,13844695,2
12195,2171911,16754907,11822079,16066657,9318508,9438743,14417099,2
392426,774332,15026538,15877953,15108108,14501126,13079475,15473763,2
16765325,15667520,12935304,1960173,13470762,5903802,5453211,15197744,2
16187307,15588759,12991210,481357,13166169,5431866,6631000,14169717,2
16261366,864746,15395453,13002524,14866802,13208992,15608799,13866300,2
6091,2173814,16755900,11827317,16065802,9319779,9354020,14441545,2
392090,778253,15028808,15874581,15109089,14505089,12951599,15475344,2
16769564,15670839,12935686,1950874,13470519,5904616,5386817,15186578,2
16191498,15586595,12986455,487283,13162149,5431581,6672298,14161810,2
16259157,863804,15392980,13006065,14863866,13209265,15759644,13864752,2
2063,2175281,16756705,11829995,16065041,9319436,9423459,14446657,2
391580,782338,15030676,15872804,15109883,14496504,13025284,15475055,2
16772044,15673017,12933939,1959972,13469604,5893561,5426781,15192065,2
16193480,15587500,12982995,498662,13159682,5423478,6659141,14162314,2
16258463,865063,15391480,12996382,14862542,13199207,15747804,13824335,2
137,2175465,16754538,11817127,16063322,9318526,9431499,14373913,2
391129,783341,15028518,15866136,15108336,14494401,13050177,15493725,2
16773640,15675912,12932284,1961230,13468722,5888819,5440381,15277172,2
16195550,15589239,12979937,503175,13158586,5427315,6651275,14202750,2
16258419,863596,15386950,12997157,14860172,13210916,15752157,13749172,2
16776760,2173864,16752464,11809814,16062423,9320534,9440419,14279350,2
390198,785399,15027699,15862127,15108271,14491925,13050515,15503785,2
16773227,15680640,12931309,1969928,13469190,5879721,5428529,15346818,2
16195743,15591740,12976909,518183,13158242,5419782,6643136,14237706,2
16258685,861689,15382348,12993953,14858342,13198274,15738964,13699188,2
16774490,2172395,16748946,11799038,16059810,9315137,9437311,14214604,2
389667,788678,15028925,15853549,15109133,14474274,13048941,15495915,2
16774730,15684975,12932662,1967496,13470107,5868711,5427129,15350842,2
16198074,15589644,12971035,535556,13154885,5427321,6654219,14241173,2
16256720,859033,15377099,12999157,14854145,13203489,15761012,13710336,2
16771250,2171488,16746737,11800610,16057877,9315305,9442605,14234709,2
388203,788894,15027699,15853204,15107985,14470427,13049171,15501876,2
16775679,15687660,12933301,1971548,13470411,5856954,5427387,15352162,2
16200183,15594785,12973742,538513,13157691,5414084,6655593,14240319,2
16257039,859399,15375849,12995290,14854300,13185237,15761627,13700897,2
16768854,2165063,16738525,11789172,16051862,9312389,9440065,14211535,2
385573,787906,15025745,15844274,15105129,14465447,13029545,15498200,2
16775812,15692607,12937297,1973439,13472625,5847198,5410766,15364113,2
16201945,15597669,12974410,548979,13158752,5417382,6660594,14248883,2
16256364,858462,15372669,12998460,14851869,13189565,15775437,13700701,2
16765866,2164236,16736161,11787557,16049315,9311699,9442365,14207324,2
384189,789784,15025852,15836116,15104335,14458898,13026119,15502425,2
16777121,15695300,12937537,1960052,13472043,5839009,5408408,15377448,2
16204047,15597527,12971900,539579,13156691,5421869,6663733,14256324,2
16255851,856936,15369648,13008215,14849137,13198147,15777687,13692505,2
16763773,2162443,16733292,11798589,16045979,9309807,9441141,14188024,2
383904,793397,15028180,15830810,15105039,14449514,13020535,15494670,2
1630,15699235,12938582,1949008,13472454,5829411,5403511,15373122,2
16205850,15597681,12968272,538119,13154401,5417911,6670558,14256990,2
16255092,856918,15367075,13013000,14846864,13189821,15799277,13698579,2
16762194,2164591,16733889,11806729,16046177,9311785,9446486,14195660,2
383710,793671,15026142,15833803,15103188,14461797,13037884,15493543,2
2856,15700965,12937529,1928939,13471102,5834799,5422485,15364685,2
16207619,15601853,12969756,514763,13155079,5406298,6667971,14251751,2
16254937,858523,15366629,13017507,14846452,13173646,15785927,13704572,2
16759622,2162807,16730369,11814382,16042784,9308783,9440436,14197146,2
382575,797085,15027599,15825537,15103402,14454433,13035155,15492346,2
4202,15705944,12939052,1918608,13471747,5826248,5422729,15374087,2
16210128,15604940,12969172,511674,13155137,5407788,6674758,14259879,2
16255207,857876,15363994,13018305,14844353,13175295,15799865,13677280,2
16758451,2160667,16727346,11813671,16039658,9310409,9444980,14154905,2
381864,796130,15025157,15826810,15100381,14462010,13048597,15496258,2
4493,15708083,12939236,1921943,13471099,5830402,5436421,15401384,2
16210849,15607114,12969510,516266,13155267,5403947,6675518,14271328,2
16254928,857333,15362317,13016057,14843124,13167709,15796868,13662418,2
16756233,2158024,16724263,11804296,16036434,9307229,9443072,14137520,2
381143,798293,15027274,15817619,15100874,14448984,13037574,15495564,2
6681,15711400,12941591,1930638,13472270,5820122,5426349,15413378,2
16213592,15605993,12966665,540496,13153560,5414830,6684573,14282559,2
16252422,855347,15359888,13015697,14840354,13184255,15821714,13661002,2
16751331,2159129,16726235,11793550,16036531,9309190,9446782,14136465,2
380311,800408,15029000,15811857,15101155,14445035,13022907,15493442,2
10187,15712815,12941235,1941720,13471301,5813388,5413717,15408433,2
16216909,15606928,12966087,554111,13152555,5411649,6684310,14280079,2
16250845,854539,15358454,13010764,14838291,13181545,15819548,13657281,2
16747505,2157336,16724145,11782905,16033704,9309224,9446448,14127615,2
379023,799664,15027274,15811409,15098899,14448797,13031671,15487696,2
11290,15715312,12941764,1944973,13471094,5809738,5422741,15399119,2
16218664,15609730,12966392,558776,13152725,5403431,6681764,14275632,2
16251053,854536,15356782,13013402,14837093,13167757,15807566,13673522,2
16746188,2155261,16721001,11787454,16030803,9308924,9443042,14150941,2
377999,799589,15025816,15810315,15097307,14450260,13023157,15480729,2
11036,15715254,12939546,1944095,13469314,5809351,5415331,15369329,2
16217988,15608292,12962803,560478,13150047,5399784,6680513,14262017,2
16249060,854144,15355670,13008625,14835664,13165844,15810050,13709720,2
16743617,2155557,16721425,11776352,16029836,9307522,9442913,14195372,2
377163,801868,15027242,15806779,15097284,14446065,13036830,15470187,2
12466,15717686,12939711,1951418,13468937,5800487,5430178,15325442,2
16219554,15608471,12960628,571673,13148022,5392760,6678458,14240699,2
16247458,854504,15355324,13008538,14834159,13157549,15801185,13750529,2
16740790,2157391,16723219,11777794,16029686,9310759,9441287,14264306,2
376377,802884,15026519,15807864,15095913,14455752,13035524,15463048,2
13206,15717357,12936344,1952688,13465902,5807510,5430042,15277608,2
16219727,15609624,12959165,569863,13146181,5386528,6678170,14215322,2
16246264,855473,15354543,13013023,14832969,13149468,15801927,13756052,2
16739048,2158087,16722685,11784666,16028665,9309935,9441218,14257532,2
375766,805040,15026620,15805956,15095853,14453234,13042705,15471705,2
13071,15719535,12935094,1939428,13465170,5801010,5436348,15312461,2
16219357,15610114,12956211,559146,13144015,5377413,6677321,14234014,2
16245885,858020,15354541,13011577,14833217,13136950,15793549,13718799,2
16739676,2162258,16724920,11787128,16030294,9314104,9440183,14200846,2
376494,805496,15023486,15813735,15093781,14473519,13051507,15479889,2
12605,15714940,12927175,1950346,13458759,5811618,5442909,15357075,2
16217072,15604023,12949994,564475,13135959,5368417,6667176,14251429,2
16242945,862368,15358245,12996555,14833724,13138925,15784321,13669343,2
16739041,2176658,16738601,11771294,16039420,9322084,9439620,14138491,2
379159,811467,15027142,15816695,15096562,14480383,13048770,15489219,2
14106,15708025,12917259,1977701,13450697,5818424,5439540,15398159,2
16213991,15599197,12943849,580879,13128412,5361331,6665461,14266292,2
16239826,866711,15359232,12991159,14832762,13133679,15786760,13648409,2
16736760,2185828,16741814,11766500,16040589,9324634,9438873,14121547,2
378661,816438,15027147,15816112,15095560,14487986,13048779,15491112,2
15861,15712115,12918833,1970302,13451351,5817326,5437792,15411914,2
16216515,15602029,12943817,577107,13128501,5357339,6664483,14273767,2
16237607,870898,15358822,12993084,14832016,13130404,15785631,13637026,2
16731892,2190562,16743465,11764307,16040714,9325531,9438300,14101295,2
377163,818909,15028320,15812372,15095929,14488072,13047550,15488692,2
17424,15713465,12918463,1966600,13450692,5814030,5435969,15417060,2
16218272,15603117,12942900,577556,13127405,5353859,6663889,14275385,2
16237029,871505,15358182,12997978,14831190,13123061,15778900,13629721,2
16730386,2189785,16740725,11772521,16038189,9325217,9438522,14094890,2
376048,822047,15027669,15806997,15094458,14487925,13060669,15491049,2
16734,15717619,12917895,1946895,13449853,5809704,5448793,15433034,2
16217757,15606633,12942242,557600,13127425,5347076,6668279,14285533,2
16236994,871955,15356617,13003377,14830509,13111952,15786101,13609114,2
16730024,2188666,16739159,11779819,16036880,9322796,9439319,14059695,2
375956,826109,15030859,15801019,15097102,14474233,13041372,15490366,2
17197,15720585,12918113,1947942,13450839,5800066,5430467,15450942,2
16217646,15604221,12936759,571835,13124357,5356696,6675883,14293002,2
16235863,869274,15352447,13001580,14827035,13126710,15807943,13589769,2
16729432,2190213,16740674,11769325,16037019,9325353,9442177,14033617,2
376468,826630,15030619,15803750,15096311,14485828,13041522,15495074,2
17541,15722859,12919346,1947341,13450602,5802256,5431320,15468756,2
16219222,15606117,12937575,570121,13124564,5350848,6675496,14305048,2
16236232,870141,15352813,13005121,14827073,13118681,15807235,13586022,2
16728368,2190068,16740149,11775390,16036360,9326139,9442092,14027531,2
376191,827947,15030902,15802008,15096243,14488319,13038434,15494968,2
18606,15725944,12920730,1931019,13451652,5799593,5428517,15470399,2
16220837,15608384,12937482,556316,13125260,5351353,6676004,14305749,2
16235989,870387,15351837,13016497,14826154,13119845,15805670,13586572,2
16727110,2190218,16739826,11788428,16035164,9326142,9442034,14024170,2
375859,830781,15033240,15797296,15096840,14480265,13032031,15492777,2
20181,15726780,12920015,1911833,13450409,5791022,5420396,15470153,2
16222407,15607179,12934887,534865,13122397,5350046,6676561,14305659,2
16235164,868736,15350322,13021427,14823956,13118630,15804835,13590920,2
16724271,2187304,16737849,11793454,16032153,9323394,9440602,14025376,2
374901,831994,15035496,15789025,15096873,14471091,13038128,15490219,2
22451,15729914,12923135,1907899,13451725,5783815,5428418,15473247,2
